Zeit,Teilnehmer,What is your experience?,What is your gender?,Do you feel represented in the community?,"How do you feel, how could the community improve?",Where are you from?,How old are you?,What is your / your families income?,Do you have a special brain?,Why did you start using Linux?,What do you use your PC for?,Do you contribute to the linux ecosystem?,Do you use multiple Linux systems?,Do you use other Operating Systems?,Why do you use other Operating Systems?,Multiple Linux Systems just for testing or daily driving?,What are the most important benefits of Linux Distributions?,Does your hardware meet Windows 11 requirements?,Do you use disk encryption?,Why do you use disk encryption?,Where does the distro you use originate from?,What origin was your FIRST distro from?,Why did you switch from NixOS?,Why did you switch from OpenSUSE?,Why did you switch from Arch?,Why did you switch from Fedora?,Why did you switch from Debian?,Why did you switch from Ubuntu?,Do you use a smaller Distribution?,Why do you use that distribution?,Do you modify your install in these areas?,What kind of device do you use?,"Does your device have official Linux support / come from a ""Linux hardware company""?",Does your device support Linux without issues anyways?,Is the Firmware / BIOS / UEFI on your PC open source?,Did you buy your device with opensource Firmware?,What Firmware do you use?,What release model?,Are you having problems with that?,Do you plan to switch to a different release type?,"Desktop, Window manager, Terminal?",Why do you use a Window Manager?,Why do you use a smaller Desktop?,Why do you use GNOME?,Did you switch from KDE?,Why do you use KDE?,Did you switch from GNOME?,Why did you switch from KDE?,Why did you switch from GNOME?,Tiling or Floating?,Do you use virtual Desktops?,Do you use Wayland or X11,Can you switch to Wayland?,Have you considered switching to a Wayland alternative?,Will you switch to Wayland in the next year?,How do you get your apps?,"Do you use an ""immutable"" Distribution?","Why don't you use an ""immutable"" distribution?",Do you use proprietary software?,Why do you use Flatpaks?,What problems with Flatpaks do you face?,Why dont you use Flatpak?,Do you use non-Flatpak proprietary Software?,Do you want more proprietary software as Flatpaks?,How did you like this survey?,Anything to add?
2024-06-15T11:08:10.787Z,Gast,"know the major terminal tools,3+ years Linux user,programmer (not systems related, like Web or Apps),used a few different distros,giving tech support to people,admin: unpaid (local group, school, ...)",male,,,Europe,31-40,average,probably no,"Windows annoyed me,because of privacy reasons","web browsing,online media comsumption,offline media consumption,mail, messaging,standard office tasks,gaming: linux games,gaming: windows games (Steam, WINE, Proton),science, research, writing papers,video production,software development,learning,storing videos, pictures, ...,playing around with the OS,being anonymous online,storing important information,3D modelling","I donate to projects,contributing code,doing packaging,help people I know","yes, both","yes, Android",other,daily driving,"Free as in freedom (no restriction of use),Privacy,efficient workflows",yes,no,,"Arch (SteamOS, Manjaro, Artix, EndeavorOS, Garuda, BlendOS, ...)","Ubuntu (Linux Mint, VanillaOS, Pop!_OS, TuxedoOS, KDE Neon, Kali, ElementaryOS, ...)",,,,,,other,yes,Ease of use / better presets,,"Desktop PC,Laptop",no,"yes, no issues",no,,,"Rolling release: no versions, very new (Arch, Tumbleweed)",no,no,"KDE (Default on Kubuntu, KDE Neon, Manjaro, ...)",,,,,"traditional UI,poweruser features",yes,,"didnt like the interface trends,they removed features I needed,prefer the UI","Floating (KDE, GNOME, Cinnamon, Windows, MacOS, ...)",Yes,Wayland,,,,"native packages (deb, rpm) (main repo),native packages, community repo (Arch AUR, Ubuntu PPAs, Fedora COPR, ...),Flatpak","yes, NixOS",,no,"they work well,officially maintained (verified)","issues with desktop integration,other",,,,cool!,What you're referring to as Linux is actually GNU/Linux
2024-06-15T11:14:50.427Z,Gast,"3+ years Linux user,programmer (systems related, Linux utilities, libraries),used many different distros,admin: paid",male,,,USA+Canada,31-40,above average,probably no,"Friends or Family showed me,I like to tweak my system","web browsing,mail, messaging,standard office tasks,gaming: windows games (Steam, WINE, Proton),software development,3D modelling","contributing code,doing packaging,help people I know","yes, both","yes, macOS,yes, Windows,yes, BSD","School/Work/Uni requirement,Gaming,3D Modelling, CAD,other non-recreational / work software",daily driving,"Free as in freedom (no restriction of use),efficient workflows,modularity of software components",yes,"yes, both","school/uni/work requirement,privacy reasons,general security","Fedora (Atomic Desktops, Nobara, Ultramarine, uBlue Bazzite/Bluefin/Aurora, CentOS Stream, RockyLinux, Almalinux, RHEL)","Debian (MX Linux, Tails, EndlessOS, CloneZilla, ...)",,,,,something else,,no,,"media support (codecs),additional drivers (NVIDIA, AMD ROCM, amdgpu-pro),adding additional repositories,security optimization,privacy optimizations","Desktop PC,Laptop",yes,,no,,,"Semi rolling: versions, updates in between (Fedora)",no,no,"GNOME (default on Ubuntu, Fedora, ...)",,,"I like it,It has needed functionality,it does not take much time to maintain",yes,,,switched distros,,"Tiling, manual",Yes,"dont know, too lazy to check",,,,"native packages (deb, rpm) (main repo),.tar archives, .run commands, binaries from the internet","yes, SteamOS",,"yes, it works better",,,"I prefer distro packages,they bloat the system,they are like Snaps",,,"cool!,too long",
2024-06-15T11:17:41.915Z,Gast,"know the major terminal tools,3+ years Linux user,programmer (not systems related, like Web or Apps),programmer (systems related, Linux utilities, libraries),used a few different distros,giving tech support to people,admin: unpaid (local group, school, ...)",male,,,India,27-30,average,what?,"Windows annoyed me,I like to tweak my system,job requirement,it is better for my tasks,it has better software,it is more secure,I need disk encryption","web browsing,online media comsumption,mail, messaging,gaming: linux games,gaming: windows games (Steam, WINE, Proton),software development,learning,playing around with the OS","I donate to projects,help people I know","yes, Linux Servers","yes, Android",,daily driving,"Free as in freedom (no restriction of use),Privacy,Security against bad software / viruses,efficient workflows",yes,"yes, both",general security,"Arch (SteamOS, Manjaro, Artix, EndeavorOS, Garuda, BlendOS, ...)",T/2 SDE,,,,,,,no,,"adding additional repositories,other quality of life changes",Laptop,no,"yes, no issues",no,,,"Rolling release: no versions, very new (Arch, Tumbleweed)",no,no,"KDE (Default on Kubuntu, KDE Neon, Manjaro, ...)",,,,,"needed features (like gaming),lightweight,poweruser features",no,,,"Floating (KDE, GNOME, Cinnamon, Windows, MacOS, ...)",Yes,Wayland,,,,"native packages (deb, rpm) (main repo),native packages, community repo (Arch AUR, Ubuntu PPAs, Fedora COPR, ...),Flatpak",no,happy on my current one,"yes, I use whatever works",they work well,,,yes,yes,cool!,
2024-06-15T11:18:45.042Z,Gast,"know the major terminal tools,3+ years Linux user,programmer (not systems related, like Web or Apps),programmer (systems related, Linux utilities, libraries),used many different distros,distrohopped a lot (over 5 times),giving tech support to people",male,,,Europe,21-26,average,"yes, Autism","Found it online,Windows annoyed me,because it is free (as in money),because of privacy reasons,I like to tweak my system","web browsing,online media comsumption,offline media consumption,mail, messaging,standard office tasks,gaming: linux games,gaming: windows games (Steam, WINE, Proton),video production,software development,learning,storing videos, pictures, ...,playing around with the OS,being anonymous online,storing important information,3D modelling,other digital art","contributing code,help make it more popular,help people I know",no,"yes, Android",other non-recreational / work software,,"Free as in freedom (no restriction of use),Privacy,Security against physical attackers,low hardware requirements",dont know,"yes, with a password","privacy reasons,general security","Fedora (Atomic Desktops, Nobara, Ultramarine, uBlue Bazzite/Bluefin/Aurora, CentOS Stream, RockyLinux, Almalinux, RHEL)","Ubuntu (Linux Mint, VanillaOS, Pop!_OS, TuxedoOS, KDE Neon, Kali, ElementaryOS, ...)",,,,,,It was unstable,no,,"media support (codecs),uninstalling preinstalled native packages,adding additional repositories,other quality of life changes","Desktop PC,Phone",no,"yes, no issues",no,,,"Semi rolling: versions, updates in between (Fedora)",no,no,"GNOME (default on Ubuntu, Fedora, ...)",,,"main desktop of the distro,best supported,I like it,It has needed functionality,it does not take much time to maintain,good app integration",no,,,,,"Floating (KDE, GNOME, Cinnamon, Windows, MacOS, ...)",Yes,Wayland,,,,"native packages (deb, rpm) (main repo),Flatpak",no,I tried it and it had issues,"yes, I need it","security through sandboxing,more stable system,they work well",,,yes,yes,,
2024-06-15T11:21:21.966Z,Gast,"know the major terminal tools,3+ years Linux user,programmer (not systems related, like Web or Apps),used many different distros,giving tech support to people",male,,,Europe,21-26,above average,undiagnosed,"I like to tweak my system,it is better for my tasks,it has better software,it is more secure","web browsing,mail, messaging,gaming: windows games (Steam, WINE, Proton),science, research, writing papers,software development,learning,storing videos, pictures, ...,playing around with the OS,storing important information",contributing code,"yes, both","yes, Android,yes, macOS",Company policy etc (I need to use this OS),daily driving,"Free: no money costs,Free as in freedom (no restriction of use),Privacy,modularity of software components",yes,no,,"Arch (SteamOS, Manjaro, Artix, EndeavorOS, Garuda, BlendOS, ...)","Ubuntu (Linux Mint, VanillaOS, Pop!_OS, TuxedoOS, KDE Neon, Kali, ElementaryOS, ...)",,,,,,I dont like GNOME,no,,"additional drivers (NVIDIA, AMD ROCM, amdgpu-pro),adding additional repositories,theming,privacy optimizations","Desktop PC,Laptop",dont know,,no,,,"Rolling release: no versions, very new (Arch, Tumbleweed)",no,no,"KDE (Default on Kubuntu, KDE Neon, Manjaro, ...)",,,,,"customization,app integration,poweruser features",yes,,"I like KDE better,prefer the UI","Floating (KDE, GNOME, Cinnamon, Windows, MacOS, ...)",Yes,X11,"yes, but not all Software works",,,"native packages (deb, rpm) (main repo),native packages, community repo (Arch AUR, Ubuntu PPAs, Fedora COPR, ...),Appimage","yes, Android",,"yes, I need it",,,they bloat the system,,,cool!,"I use Arch BTW. I also liked Gentoo, but upgrading it was pain (because of dependencies)"
2024-06-15T11:21:32.717Z,Gast,"know the major terminal tools,3+ years Linux user,programmer (not systems related, like Web or Apps),used a few different distros",male,,,other,31-40,,,"Windows annoyed me,because it is free (as in money),because of privacy reasons,I like to tweak my system,it is more secure","web browsing,mail, messaging,standard office tasks,science, research, writing papers,software development,learning,storing videos, pictures, ...,being anonymous online,storing important information","forum support,help make it more popular,help people I know",no,"yes, Android","other recreational / hobby software,other",,"Free as in freedom (no restriction of use),Privacy,customizability, fun,modularity of software components",yes,no,,"Ubuntu (Linux Mint, VanillaOS, Pop!_OS, TuxedoOS, KDE Neon, Kali, Tails, EndlessOS, ElementaryOS, ...)","Debian (MX Linux, Tails, EndlessOS, CloneZilla, ...)",,,,,"packages were too old,something else",,no,,"uninstalling preinstalled native packages,privacy optimizations,other quality of life changes","Laptop,Phone",dont know,,no,,,what?,,,"GNOME (default on Ubuntu, Fedora, ...)",,,"best supported,it does not take much time to maintain,beginner friendly",yes,,,too many features,,"Floating (KDE, GNOME, Cinnamon, Windows, MacOS, ...)",Yes,Wayland,,,,"Flatpak,Appimage,.tar archives, .run commands, binaries from the internet",no,happy on my current one,no,"security through sandboxing,more stable system","missing software,sandboxing breaks some apps,theming",,,,cool!,
2024-06-15T11:23:38.710Z,Gast,"know the major terminal tools,3+ years Linux user,programmer (not systems related, like Web or Apps),programmer (systems related, Linux utilities, libraries),used a few different distros,giving tech support to people,admin: unpaid (local group, school, ...)",male,,,Europe,31-40,slightly above average,what?,"my hardware is not powerful enough for others,it is better for my tasks,it has better software,it is more secure","web browsing,mail, messaging,science, research, writing papers,software development,learning,storing important information","I donate to projects,contributing code,help people I know","yes, both","yes, Windows",Gaming,daily driving,"Free as in freedom (no restriction of use),Privacy,efficient workflows,modularity of software components",yes,no,,"Debian (MX Linux, Tails, EndlessOS, CloneZilla, ...)","Arch (SteamOS, Manjaro, Artix, EndeavorOS, Garuda, BlendOS, ...)",,,"It broke,other",,,,no,,"media support (codecs),additional drivers (NVIDIA, AMD ROCM, amdgpu-pro),uninstalling preinstalled native packages,security optimization,privacy optimizations,other quality of life changes","Laptop,other",no,only minor issues,no,,,"Semi rolling: versions, updates in between (Fedora)",no,yes,"Smaller Desktop (Cinnamon (Linux Mint), XFCE, LXQt/LXDE, Mate, COSMIC, ...)",,"I didnt like the direction of GNOME or KDE,I find it easy to use,other",,,,,,,"Floating (KDE, GNOME, Cinnamon, Windows, MacOS, ...)",Yes,X11,,,"yes, unsure","native packages (deb, rpm) (main repo),native packages without a repo (manually downloaded .deb files etc),.tar archives, .run commands, binaries from the internet","yes, other",,no,,,"I prefer distro packages,they bloat the system,they are like Snaps",,,too long,"systemd's service files are awesome; Everthing else stinks about it."
2024-06-15T11:29:01.621Z,Gast,"know the major terminal tools,used a few different distros",male,,,USA+Canada,27-30,average,"yes, ADHD",Friends or Family showed me,"web browsing,online media comsumption,offline media consumption,mail, messaging,standard office tasks,gaming: linux games,gaming: windows games (Steam, WINE, Proton),audio production,video production,software development,learning,storing videos, pictures, ...,playing around with the OS,storing important information,3D modelling","no time,help make it more popular,help people I know","yes, both","yes, Android,yes, Windows","Company policy etc (I need to use this OS),Gaming,Audio creation",mainly for testing,"Free: no money costs,Free as in freedom (no restriction of use),efficient workflows",yes,no,,"Debian (MX Linux, Tails, EndlessOS, CloneZilla, ...)","Debian (MX Linux, Tails, EndlessOS, CloneZilla, ...)",,,,,,,yes,"Ease of use / better presets,optimized for gaming",,"Desktop PC,Laptop,other",no,only minor issues,no,,,"Versioned: versions, only security updates in between (SteamOS, Ubuntu)",no,not sure if something else is better,"GNOME (default on Ubuntu, Fedora, ...)",,,"main desktop of the distro,I like it,It has needed functionality,it does not take much time to maintain",no,,,,,"Floating (KDE, GNOME, Cinnamon, Windows, MacOS, ...)",Yes,X11,"yes, but not all Software works",,,"native packages without a repo (manually downloaded .deb files etc),Flatpak,.tar archives, .run commands, binaries from the internet,nix","yes, SteamOS","I dont need the stability,it restricts my freedom",no,"preinstalled on my Distro,nice store, easy to find,more stable system","sandboxing breaks some apps,theming",,,,cool!,
2024-06-15T11:33:18.249Z,Gast,"3+ years Linux user,programmer (systems related, Linux utilities, libraries),used many different distros,giving tech support to people",male,,,Europe,41-50,far above average,no,I like to tweak my system,"web browsing,online media comsumption,offline media consumption,mail, messaging,standard office tasks,gaming: windows games (Steam, WINE, Proton),science, research, writing papers,software development,storing videos, pictures, ...,playing around with the OS",no time,"yes, multiple Linux Desktops","yes, Android,yes, Windows","Company policy etc (I need to use this OS),Gaming",daily driving,"Free as in freedom (no restriction of use),Privacy,Security against bad software / viruses,modularity of software components",yes,no,other,"Arch (SteamOS, Manjaro, Artix, EndeavorOS, Garuda, BlendOS, ...)",Slackware,,,,,,,no,,"media support (codecs),additional drivers (NVIDIA, AMD ROCM, amdgpu-pro),adding additional repositories,security optimization","Desktop PC,Laptop,Phone",no,only minor issues,no idea,,,"Rolling release: no versions, very new (Arch, Tumbleweed)",no,yes,"Smaller Desktop (Cinnamon (Linux Mint), XFCE, LXQt/LXDE, Mate, COSMIC, ...)",,"I didnt like the direction of GNOME or KDE,it is lightweight",,,,,,,"Floating (KDE, GNOME, Cinnamon, Windows, MacOS, ...)",No,X11,,,"yes, unsure","native packages (deb, rpm) (main repo),native packages, community repo (Arch AUR, Ubuntu PPAs, Fedora COPR, ...),Flatpak",no,"happy on my current one,I dont like Flatpaks","yes, I need it",security through sandboxing,"missing software,sandboxing breaks some apps,missing modularity in hardening",,no,no,cool!,
2024-06-15T11:33:58.895Z,Gast,"Beginner,3+ years Linux user,used a few different distros,used many different distros",rather not say,,,other,rather not say,,,,"web browsing,online media comsumption,offline media consumption,mail, messaging,standard office tasks,gaming: linux games,gaming: windows games (Steam, WINE, Proton),science, research, writing papers,audio production,video production,software development,learning,storing videos, pictures, ...,playing around with the OS,being anonymous online,storing important information","not yet,no time,I donate to projects,I pay for support,help with translations,forum support,contributing code,doing packaging,help make it more popular,help people I know",dont know?,"yes, Android,yes, macOS,yes, Windows,yes, ChromeOS,yes, BSD,no, just Linux",,other,"Free as in freedom (no restriction of use),Security against bad software / viruses,customizability, fun,modularity of software components",dont know,what?,"school/uni/work requirement,privacy reasons,I have a high threat model,general security,hiding from Windows / other OS",Gentoo,other,,,,,,,dont know?,,,"Desktop PC,Laptop,Convertible (with touchpad),Tablet,Phone,other",dont know,,no idea,,,what?,,,Terminal,,,,,,,,,dont know,What?,something else,,,,"native packages (deb, rpm) (main repo),native packages, community repo (Arch AUR, Ubuntu PPAs, Fedora COPR, ...),native packages without a repo (manually downloaded .deb files etc),Snap,Distrobox / Toolbox,Homebrew,nix","yes, SteamOS,yes, VanillaOS,yes, OpenSUSE microOS, Aeon, Kalpa",,no,,,,,,other,
2024-06-15T11:38:04.322Z,Gast,"Beginner,giving tech support to people",other,,,Europe,21-26,slightly above average,"yes, Autism","Found it online,Windows annoyed me,I like to tweak my system,I was bored (with the other OS)","web browsing,online media comsumption,mail, messaging,gaming: linux games,gaming: windows games (Steam, WINE, Proton),science, research, writing papers,software development,learning,storing videos, pictures, ...,3D modelling",not yet,no,"no, just Linux",,,"Free as in freedom (no restriction of use),Privacy,customizability, fun,modularity of software components",yes,no,,"Fedora (Atomic Desktops, Nobara, Ultramarine, uBlue Bazzite/Bluefin/Aurora, CentOS Stream, RockyLinux, Almalinux, RHEL)","Fedora (Atomic Desktops, Nobara, Ultramarine, uBlue Bazzite/Bluefin/Aurora, CentOS Stream, RockyLinux, Almalinux, RHEL)",,,,,,,no,,"media support (codecs),uninstalling preinstalled native packages,adding additional repositories,theming","Desktop PC,Laptop",no,"yes, no issues",no idea,,,"Semi rolling: versions, updates in between (Fedora)",dont know,"not sure if something else is better,no","KDE (Default on Kubuntu, KDE Neon, Manjaro, ...)",,,,,"traditional UI,customization,beginner friendly",no,,,"Floating (KDE, GNOME, Cinnamon, Windows, MacOS, ...)",Yes,Wayland,,,,"native packages (deb, rpm) (main repo),Flatpak,Appimage,.tar archives, .run commands, binaries from the internet",no,"happy on my current one,other","yes, I need it","preinstalled on my Distro,security through sandboxing,officially maintained (verified)","missing software,sandboxing breaks some apps",,I dont know,yes,,
2024-06-15T11:40:29.008Z,Gast,"know the major terminal tools,used many different distros,distrohopped a lot (over 5 times)",rather not say,yes,,other,rather not say,rather not say,probably no,"Found it online,because of privacy reasons,I like to tweak my system,it is better for my tasks,it has better software,it is more secure,I need disk encryption","web browsing,online media comsumption,offline media consumption,mail, messaging,standard office tasks,software development,learning,playing around with the OS,being anonymous online","not yet,help make it more popular,help people I know","yes, multiple Linux Desktops","yes, Android",the OS works better,just for testing,"Free: no money costs,Free as in freedom (no restriction of use),Privacy,efficient workflows",yes,"yes, with a password","privacy reasons,I have a high threat model,general security","Fedora (Atomic Desktops, Nobara, Ultramarine, uBlue Bazzite/Bluefin/Aurora, CentOS Stream, RockyLinux, Almalinux, RHEL)","Debian (MX Linux, Tails, EndlessOS, CloneZilla, ...)",,,,,"packages were too old,something else",,no,,"uninstalling preinstalled native packages,adding additional repositories,theming,security optimization,privacy optimizations,other quality of life changes",Desktop PC,no,"yes, no issues",no,,,"Semi rolling: versions, updates in between (Fedora)",no,not sure if something else is better,"KDE (Default on Kubuntu, KDE Neon, Manjaro, ...)",,,,,"customization,poweruser features",yes,,GNOME breaks apps I use,"Floating (KDE, GNOME, Cinnamon, Windows, MacOS, ...)",No,Wayland,,,,"Flatpak,Distrobox / Toolbox","yes, Fedora Atomic / uBlue, Bazzite, Bluefin, coreOS, IOT, ...",,no,"nice store, easy to find,security through sandboxing,more stable system",theming,,,,cool!,thx
2024-06-15T11:43:42.678Z,Gast,"3+ years Linux user,programmer (not systems related, like Web or Apps),used a few different distros",male,,,USA+Canada,27-30,far above average,no,Friends or Family showed me,"web browsing,online media comsumption,offline media consumption,mail, messaging,standard office tasks,science, research, writing papers,software development,learning,playing around with the OS",I donate to projects,"yes, both","yes, Android,yes, Windows",Gaming,daily driving,"Free as in freedom (no restriction of use),Privacy,Security against bad software / viruses,efficient workflows",dont know,no,,NixOS,"Fedora (Atomic Desktops, Nobara, Ultramarine, uBlue Bazzite/Bluefin/Aurora, CentOS Stream, RockyLinux, Almalinux, RHEL)",,,,"Codec and driver issues,other",,,no,,"media support (codecs),additional drivers (NVIDIA, AMD ROCM, amdgpu-pro),adding additional repositories","Desktop PC,Laptop,Convertible (with touchpad)",no,"yes, no issues",no idea,,,"Versioned: versions, only security updates in between (SteamOS, Ubuntu)",no,no,"KDE (Default on Kubuntu, KDE Neon, Manjaro, ...)",,,,,"customization,lightweight,app integration",yes,,"KDE got more stable (less bugs),GNOME breaks apps I use","Tiling, manual",No,Wayland,,,,nix,"yes, NixOS",,"yes, I need it",,,"I prefer distro packages,they are broken",,,cool!,
2024-06-15T11:49:13.439Z,Gast,"know the major terminal tools,3+ years Linux user,programmer (not systems related, like Web or Apps),used a few different distros,giving tech support to people",male,,,Europe,31-40,below average,no,"Windows annoyed me,because of privacy reasons,it is better for my tasks,it is more secure","web browsing,offline media consumption,mail, messaging,gaming: linux games,gaming: windows games (Steam, WINE, Proton),software development,storing videos, pictures, ...,storing important information","not yet,help people I know",no,"no, just Linux",,other,"Free as in freedom (no restriction of use),Privacy,Security against bad software / viruses,modularity of software components",yes,"yes, with a password",school/uni/work requirement,"Fedora (Atomic Desktops, Nobara, Ultramarine, uBlue Bazzite/Bluefin/Aurora, CentOS Stream, RockyLinux, Almalinux, RHEL)","Ubuntu (Linux Mint, VanillaOS, Pop!_OS, TuxedoOS, KDE Neon, Kali, ElementaryOS, ...)",,,,,,"Snaps are bad,Advertisements,privacy concerns,I dont like their theme",not a Distro but a variant / respin,"Ease of use / better presets,optimized for gaming",,"Desktop PC,Laptop",no,"yes, no issues",no,,,"Semi rolling: versions, updates in between (Fedora)",no,no,"KDE (Default on Kubuntu, KDE Neon, Manjaro, ...)",,,,,"traditional UI,needed features (like gaming),better legacy app support (tray icons, X11 keystrokes, XWayland, ...)",yes,,"I like KDE better,GNOME breaks apps I use","Floating (KDE, GNOME, Cinnamon, Windows, MacOS, ...)",Yes,Wayland,,,,"native packages (deb, rpm) (main repo),native packages, community repo (Arch AUR, Ubuntu PPAs, Fedora COPR, ...),Flatpak,Appimage","yes, Fedora Atomic / uBlue, Bazzite, Bluefin, coreOS, IOT, ...,yes, SteamOS",,"yes, I use whatever works",officially maintained (verified),"sandboxing breaks some apps,theming",,yes,no,other,"some questions wäre not precise, usge should Differentiale between work and at home. also WG le ndroid is technicaly Linux it is Mission g the Main point with GNU userland"
2024-06-15T11:49:44.283Z,Gast,"Beginner,know the major terminal tools,used a few different distros",male,,,USA+Canada,31-40,average,"what?,probably no,no","Windows annoyed me,macOS annoyed me,I like to tweak my system","web browsing,online media comsumption,gaming: linux games,gaming: windows games (Steam, WINE, Proton),storing videos, pictures, ...,playing around with the OS,being anonymous online","not yet,no time,help make it more popular",no,"yes, Android,yes, macOS,yes, Windows","Company policy etc (I need to use this OS),other",mainly for testing,"Free: no money costs,Free as in freedom (no restriction of use),customizability, fun,low hardware requirements",no,no,,"Ubuntu (Linux Mint, VanillaOS, Pop!_OS, TuxedoOS, KDE Neon, Kali, Tails, EndlessOS, ElementaryOS, ...)","Ubuntu (Linux Mint, VanillaOS, Pop!_OS, TuxedoOS, KDE Neon, Kali, ElementaryOS, ...)",,,,,,,yes,"Ease of use / better presets,optimized for gaming",,"Desktop PC,Laptop,Phone",no,"yes, no issues",no idea,,,"Versioned: versions, only security updates in between (SteamOS, Ubuntu)",no,not sure if something else is better,"GNOME (default on Ubuntu, Fedora, ...)",,,"I like it,it does not take much time to maintain,beginner friendly,performance",no,,,,,"Floating (KDE, GNOME, Cinnamon, Windows, MacOS, ...)",Yes,X11,"no, I have missing features",,,"native packages (deb, rpm) (main repo),native packages without a repo (manually downloaded .deb files etc),Snap,Appimage",,,"yes, I need it",,,,,,"cool!,too long",
2024-06-15T11:49:48.753Z,Gast,"know the major terminal tools,3+ years Linux user,programmer (not systems related, like Web or Apps),used many different distros,distrohopped a lot (over 5 times)",male,,,Europe,16-20,slightly above average,probably no,"it was my first OS,Friends or Family showed me,because of privacy reasons,I like to tweak my system","web browsing,online media comsumption,offline media consumption,mail, messaging,standard office tasks,learning,storing videos, pictures, ...,playing around with the OS,3D modelling","I donate to projects,help with translations,help make it more popular,help people I know",no,"yes, Android",other,,"Free as in freedom (no restriction of use),Privacy,customizability, fun,low hardware requirements",yes,"yes, with a password",general security,NixOS,"Ubuntu (Linux Mint, VanillaOS, Pop!_OS, TuxedoOS, KDE Neon, Kali, ElementaryOS, ...)",,,,,,"It was unstable,Snaps are bad,I dont like GNOME,other",yes,,,Laptop,yes,,no,,,"Rolling release: no versions, very new (Arch, Tumbleweed)",no,no,Window manager / Compositor,"I like to tweak my desktop,lightweight,functionality,no bloat,Unixporn",,,,,,,,Autotiling,Yes,Wayland,,,,"Distrobox / Toolbox,nix","yes, Android,yes, NixOS",,no,,,I prefer distro packages,,,cool!,
2024-06-15T11:55:06.654Z,Gast,"know the major terminal tools,used a few different distros",male,,,USA+Canada,21-26,far above average,no,"Windows annoyed me,because of privacy reasons,I like to tweak my system,it is better for my tasks,it has better software","web browsing,online media comsumption,offline media consumption,mail, messaging,standard office tasks,gaming: linux games,gaming: windows games (Steam, WINE, Proton),science, research, writing papers,video production,learning,playing around with the OS,storing important information",help people I know,"yes, both","yes, Android,yes, Windows",School/Work/Uni requirement,daily driving,"Free as in freedom (no restriction of use),Privacy,Security against bad software / viruses",yes,no,,"Arch (SteamOS, Manjaro, Artix, EndeavorOS, Garuda, BlendOS, ...)","Ubuntu (Linux Mint, VanillaOS, Pop!_OS, TuxedoOS, KDE Neon, Kali, ElementaryOS, ...)",,,,,,Snaps are bad,no,,"media support (codecs),additional drivers (NVIDIA, AMD ROCM, amdgpu-pro),adding additional repositories,theming,privacy optimizations","Desktop PC,Laptop",no,"yes, no issues",no,,,"Rolling release: no versions, very new (Arch, Tumbleweed)",no,no,"KDE (Default on Kubuntu, KDE Neon, Manjaro, ...)",,,,,needed features (like gaming),yes,,"I like KDE better,prefer the UI","Floating (KDE, GNOME, Cinnamon, Windows, MacOS, ...)",Yes,Wayland,,,,"native packages (deb, rpm) (main repo),native packages, community repo (Arch AUR, Ubuntu PPAs, Fedora COPR, ...),native packages without a repo (manually downloaded .deb files etc)",no,"happy on my current one,I am an expert in Linux,I dont like Flatpaks","yes, I need it",,,"I prefer distro packages,they are like Snaps",,,cool!,I love you 
2024-06-15T12:01:44.170Z,Gast,"know the major terminal tools,3+ years Linux user,programmer (systems related, Linux utilities, libraries),used a few different distros,giving tech support to people",rather not say,its okay,,Europe,31-40,far below average,"yes, ADHD","Found it online,because it is free (as in money),I was bored (with the other OS)","web browsing,online media comsumption,offline media consumption,mail, messaging,standard office tasks,gaming: linux games,gaming: windows games (Steam, WINE, Proton)","forum support,help people I know","yes, both","yes, Android",,daily driving,"Free: no money costs,Free as in freedom (no restriction of use),Privacy,low hardware requirements",dont know,"yes, with a password",general security,"Debian (MX Linux, Tails, EndlessOS, CloneZilla, ...)",OpenSUSE,,I found something better,,,,,no,,"additional drivers (NVIDIA, AMD ROCM, amdgpu-pro),adding additional repositories,other quality of life changes","Desktop PC,Laptop",no,only minor issues,no,,,"Stable: versioned, backported security patches, no feature upgrades in between (Debian, RHEL, OpenSUSE Leap)",no,no,Window manager / Compositor,"efficient workflow,lightweight,I have no hobbies",,,,,,,,"Tiling, manual",Yes,X11,,yes,,"native packages (deb, rpm) (main repo),.tar archives, .run commands, binaries from the internet",no,"happy on my current one,I am an expert in Linux,it restricts my freedom,I dont like Flatpaks","yes, I need it",,,"I prefer distro packages,they are broken,they bloat the system",,,other,
